business_date,line_name,day_of_week,day_type,financial_year,total_boardings
2019-08-11,Williamstown,Sunday,Sunday,2019-20,830
2019-08-12,Williamstown,Monday,Normal Weekday,2019-20,21930
2019-08-13,Williamstown,Tuesday,Normal Weekday,2019-20,23320
2019-08-14,Williamstown,Wednesday,Normal Weekday,2019-20,21700
2019-08-15,Williamstown,Thursday,Normal Weekday,2019-20,20730
2019-08-16,Williamstown,Friday,Normal Weekday,2019-20,21480
2019-08-19,Williamstown,Monday,Normal Weekday,2019-20,21610
2019-08-20,Williamstown,Tuesday,Normal Weekday,2019-20,21380
2019-08-21,Williamstown,Wednesday,Normal Weekday,2019-20,21840
2019-08-22,Williamstown,Thursday,Normal Weekday,2019-20,22250
2019-08-23,Williamstown,Friday,Normal Weekday,2019-20,23210
2019-08-24,Williamstown,Saturday,Saturday,2019-20,1400
2019-08-25,Williamstown,Sunday,Sunday,2019-20,920
2019-08-26,Williamstown,Monday,Normal Weekday,2019-20,22750
2019-08-27,Williamstown,Tuesday,Normal Weekday,2019-20,22560
2019-08-28,Williamstown,Wednesday,Normal Weekday,2019-20,20330
2019-08-29,Williamstown,Thursday,Normal Weekday,2019-20,21760
2019-08-30,Williamstown,Friday,Normal Weekday,2019-20,22040
2019-09-02,Williamstown,Monday,Normal Weekday,2019-20,20990
2019-09-03,Williamstown,Tuesday,Normal Weekday,2019-20,21510
2019-09-04,Williamstown,Wednesday,Normal Weekday,2019-20,21150
2019-09-05,Williamstown,Thursday,Normal Weekday,2019-20,21860
2019-09-06,Williamstown,Friday,Normal Weekday,2019-20,21080
2019-09-07,Williamstown,Saturday,Saturday,2019-20,850
2019-09-08,Williamstown,Sunday,Sunday,2019-20,570
2019-09-09,Williamstown,Monday,Normal Weekday,2019-20,19300
2019-09-10,Williamstown,Tuesday,Normal Weekday,2019-20,22130
2019-09-11,Williamstown,Wednesday,Normal Weekday,2019-20,21530
2019-09-12,Williamstown,Thursday,Normal Weekday,2019-20,20840
2019-09-13,Williamstown,Friday,Normal Weekday,2019-20,22310
2019-09-14,Williamstown,Saturday,Saturday,2019-20,1590
2019-09-15,Williamstown,Sunday,Sunday,2019-20,640
2019-09-16,Williamstown,Monday,Normal Weekday,2019-20,19580
2019-09-17,Williamstown,Tuesday,Normal Weekday,2019-20,21200
2019-09-18,Williamstown,Wednesday,Normal Weekday,2019-20,23720
2019-09-19,Williamstown,Thursday,Normal Weekday,2019-20,22060
2019-09-20,Williamstown,Friday,Normal Weekday,2019-20,24050
2019-09-21,Williamstown,Saturday,Saturday,2019-20,1000
2019-09-22,Williamstown,Sunday,Sunday,2019-20,810
2019-09-23,Williamstown,Monday,School Holiday,2019-20,19870
2019-09-24,Williamstown,Tuesday,School Holiday,2019-20,20800
2019-09-25,Williamstown,Wednesday,School Holiday,2019-20,20630
2019-09-26,Williamstown,Thursday,School Holiday,2019-20,21830
2019-09-27,Williamstown,Friday,Public Holiday,2019-20,980
2019-09-28,Williamstown,Saturday,Saturday,2019-20,1240
2019-09-29,Williamstown,Sunday,Sunday,2019-20,620
2019-09-30,Williamstown,Monday,School Holiday,2019-20,23210
2019-10-01,Williamstown,Tuesday,School Holiday,2019-20,25250
2019-10-02,Williamstown,Wednesday,School Holiday,2019-20,24920
2019-10-03,Williamstown,Thursday,School Holiday,2019-20,26600
2019-10-04,Williamstown,Friday,School Holiday,2019-20,24810
2019-10-05,Williamstown,Saturday,Saturday,2019-20,1650
2019-10-06,Williamstown,Sunday,Sunday,2019-20,750
2019-10-07,Williamstown,Monday,Normal Weekday,2019-20,25780
2019-10-08,Williamstown,Tuesday,Normal Weekday,2019-20,27480
2019-10-09,Williamstown,Wednesday,Normal Weekday,2019-20,27100
2019-10-10,Williamstown,Thursday,Normal Weekday,2019-20,26170
2019-10-11,Williamstown,Friday,Normal Weekday,2019-20,26080
2019-10-12,Williamstown,Saturday,Saturday,2019-20,2310
2019-10-13,Williamstown,Sunday,Sunday,2019-20,1070
2019-10-14,Williamstown,Monday,Normal Weekday,2019-20,22040
2019-10-15,Williamstown,Tuesday,Normal Weekday,2019-20,22560
2019-10-16,Williamstown,Wednesday,Normal Weekday,2019-20,21840
2019-10-17,Williamstown,Thursday,Normal Weekday,2019-20,22010
2019-10-18,Williamstown,Friday,Normal Weekday,2019-20,21460
2019-10-19,Williamstown,Saturday,Saturday,2019-20,1460
2019-10-20,Williamstown,Sunday,Sunday,2019-20,1010
2019-10-21,Williamstown,Monday,Normal Weekday,2019-20,20390
2019-10-22,Williamstown,Tuesday,Normal Weekday,2019-20,22510
2019-10-23,Williamstown,Wednesday,Normal Weekday,2019-20,21950
2019-10-24,Williamstown,Thursday,Normal Weekday,2019-20,23340
2019-10-25,Williamstown,Friday,Normal Weekday,2019-20,20970
2019-10-26,Williamstown,Saturday,Saturday,2019-20,1060
2019-10-27,Williamstown,Sunday,Sunday,2019-20,870
2019-10-28,Williamstown,Monday,Normal Weekday,2019-20,23530
2019-10-29,Williamstown,Tuesday,Normal Weekday,2019-20,22200
2019-10-30,Williamstown,Wednesday,Normal Weekday,2019-20,21980
2019-10-31,Williamstown,Thursday,Normal Weekday,2019-20,24180
2019-11-01,Williamstown,Friday,Normal Weekday,2019-20,20910
2019-11-02,Williamstown,Saturday,Saturday,2019-20,740
2019-11-03,Williamstown,Sunday,Sunday,2019-20,830
2019-11-04,Williamstown,Monday,Normal Weekday,2019-20,15270
2019-11-05,Williamstown,Tuesday,Public Holiday,2019-20,1010
2019-11-06,Williamstown,Wednesday,Normal Weekday,2019-20,20410
2019-11-07,Williamstown,Thursday,Normal Weekday,2019-20,23660
2019-11-08,Williamstown,Friday,Normal Weekday,2019-20,21290
2019-11-09,Williamstown,Saturday,Saturday,2019-20,1170
2019-11-10,Williamstown,Sunday,Sunday,2019-20,1440
2019-11-11,Williamstown,Monday,Normal Weekday,2019-20,22020
2019-11-12,Williamstown,Tuesday,Normal Weekday,2019-20,21150
2019-11-13,Williamstown,Wednesday,Normal Weekday,2019-20,22220
2019-11-14,Williamstown,Thursday,Normal Weekday,2019-20,21900
2019-11-15,Williamstown,Friday,Normal Weekday,2019-20,24090
2019-11-16,Williamstown,Saturday,Saturday,2019-20,2090
2019-11-17,Williamstown,Sunday,Sunday,2019-20,1330
2019-11-18,Williamstown,Monday,Normal Weekday,2019-20,21920
2019-11-19,Williamstown,Tuesday,Normal Weekday,2019-20,21620
2019-11-20,Williamstown,Wednesday,Normal Weekday,2019-20,22110
2019-11-21,Williamstown,Thursday,Normal Weekday,2019-20,24740
2019-11-22,Williamstown,Friday,Normal Weekday,2019-20,23220
2019-11-23,Williamstown,Saturday,Saturday,2019-20,1550
2019-11-24,Williamstown,Sunday,Sunday,2019-20,1500
2019-11-25,Williamstown,Monday,Normal Weekday,2019-20,21480
2019-11-26,Williamstown,Tuesday,Normal Weekday,2019-20,22350
2019-11-27,Williamstown,Wednesday,Normal Weekday,2019-20,22250
2019-11-28,Williamstown,Thursday,Normal Weekday,2019-20,24360
2019-11-29,Williamstown,Friday,Normal Weekday,2019-20,21880
2019-11-30,Williamstown,Saturday,Saturday,2019-20,1450
2019-12-01,Williamstown,Sunday,Sunday,2019-20,960
2019-12-02,Williamstown,Monday,Normal Weekday,2019-20,18620
2019-12-03,Williamstown,Tuesday,Normal Weekday,2019-20,22270
2019-12-04,Williamstown,Wednesday,Normal Weekday,2019-20,22610
2019-12-05,Williamstown,Thursday,Normal Weekday,2019-20,22620
2019-12-06,Williamstown,Friday,Normal Weekday,2019-20,24480
2019-12-07,Williamstown,Saturday,Saturday,2019-20,1870
2019-12-08,Williamstown,Sunday,Sunday,2019-20,1590
2019-12-09,Williamstown,Monday,Normal Weekday,2019-20,21170
2019-12-10,Williamstown,Tuesday,Normal Weekday,2019-20,24590
2019-12-11,Williamstown,Wednesday,Normal Weekday,2019-20,23070
2019-12-12,Williamstown,Thursday,Normal Weekday,2019-20,23760
2019-12-13,Williamstown,Friday,Normal Weekday,2019-20,22060
2019-12-14,Williamstown,Saturday,Saturday,2019-20,1360
2019-12-15,Williamstown,Sunday,Sunday,2019-20,1320
2019-12-16,Williamstown,Monday,Normal Weekday,2019-20,21980
2019-12-17,Williamstown,Tuesday,Normal Weekday,2019-20,22860
2019-12-18,Williamstown,Wednesday,Normal Weekday,2019-20,22610
2019-12-19,Williamstown,Thursday,Normal Weekday,2019-20,22360
2019-12-20,Williamstown,Friday,Normal Weekday,2019-20,17670
2019-12-21,Williamstown,Saturday,Saturday,2019-20,1860
2019-12-22,Williamstown,Sunday,Sunday,2019-20,1560
2019-12-23,Williamstown,Monday,School Holiday,2019-20,15240
2019-12-24,Williamstown,Tuesday,School Holiday,2019-20,11060
2019-12-25,Williamstown,Wednesday,Public Holiday,2019-20,100
2019-12-26,Williamstown,Thursday,Public Holiday,2019-20,1410
2019-12-27,Williamstown,Friday,School Holiday,2019-20,11370
2019-12-28,Williamstown,Saturday,Saturday,2019-20,1660
2019-12-29,Williamstown,Sunday,Sunday,2019-20,1690
2019-12-30,Williamstown,Monday,School Holiday,2019-20,7320
2019-12-31,Williamstown,Tuesday,School Holiday,2019-20,10880
2020-01-01,Williamstown,Wednesday,Public Holiday,2019-20,1060
2020-01-02,Williamstown,Thursday,School Holiday,2019-20,12880
2020-01-03,Williamstown,Friday,School Holiday,2019-20,12690
2020-01-04,Williamstown,Saturday,Saturday,2019-20,1200
2020-01-05,Williamstown,Sunday,Sunday,2019-20,820
2020-01-06,Williamstown,Monday,School Holiday,2019-20,17120
2020-01-07,Williamstown,Tuesday,School Holiday,2019-20,18440
2020-01-08,Williamstown,Wednesday,School Holiday,2019-20,18790
2020-01-09,Williamstown,Thursday,School Holiday,2019-20,18630
2020-01-10,Williamstown,Friday,School Holiday,2019-20,19500
2020-01-11,Williamstown,Saturday,Saturday,2019-20,1590
2020-01-12,Williamstown,Sunday,Sunday,2019-20,1270
2020-01-13,Williamstown,Monday,School Holiday,2019-20,20530
2020-01-14,Williamstown,Tuesday,School Holiday,2019-20,19880
2020-01-15,Williamstown,Wednesday,School Holiday,2019-20,19810
2020-01-16,Williamstown,Thursday,School Holiday,2019-20,21250
2020-01-17,Williamstown,Friday,School Holiday,2019-20,21830
2020-01-18,Williamstown,Saturday,Saturday,2019-20,1770
2020-01-19,Williamstown,Sunday,Sunday,2019-20,1210
2020-01-20,Williamstown,Monday,School Holiday,2019-20,21020
2020-01-21,Williamstown,Tuesday,School Holiday,2019-20,23330
2020-01-22,Williamstown,Wednesday,School Holiday,2019-20,22280
2020-01-23,Williamstown,Thursday,School Holiday,2019-20,22130
2020-01-24,Williamstown,Friday,School Holiday,2019-20,22710
2020-01-25,Williamstown,Saturday,Saturday,2019-20,2050
2020-01-26,Williamstown,Sunday,Sunday,2019-20,1700
2020-01-27,Williamstown,Monday,Public Holiday,2019-20,1500
2020-01-28,Williamstown,Tuesday,School Holiday,2019-20,21390
2020-01-29,Williamstown,Wednesday,Normal Weekday,2019-20,22710
2020-01-30,Williamstown,Thursday,Normal Weekday,2019-20,21660
2020-01-31,Williamstown,Friday,Normal Weekday,2019-20,19270
2020-02-03,Williamstown,Monday,Normal Weekday,2019-20,21520
2020-02-04,Williamstown,Tuesday,Normal Weekday,2019-20,22550
2020-02-05,Williamstown,Wednesday,Normal Weekday,2019-20,21960
2020-02-06,Williamstown,Thursday,Normal Weekday,2019-20,22140
2020-02-07,Williamstown,Friday,Normal Weekday,2019-20,21910
2020-02-08,Williamstown,Saturday,Saturday,2019-20,1610
2020-02-09,Williamstown,Sunday,Sunday,2019-20,2290
2020-02-10,Williamstown,Monday,Normal Weekday,2019-20,22020
2020-02-11,Williamstown,Tuesday,Normal Weekday,2019-20,22620
2020-02-12,Williamstown,Wednesday,Normal Weekday,2019-20,23410
2020-02-13,Williamstown,Thursday,Normal Weekday,2019-20,22330
2020-02-14,Williamstown,Friday,Normal Weekday,2019-20,22130
2020-02-15,Williamstown,Saturday,Saturday,2019-20,1240
2020-02-16,Williamstown,Sunday,Sunday,2019-20,1620
2020-02-17,Williamstown,Monday,Normal Weekday,2019-20,21880
2020-02-18,Williamstown,Tuesday,Normal Weekday,2019-20,23070
2020-02-19,Williamstown,Wednesday,Normal Weekday,2019-20,25340
2020-02-20,Williamstown,Thursday,Normal Weekday,2019-20,22890
2020-02-21,Williamstown,Friday,Normal Weekday,2019-20,23320
2020-02-22,Williamstown,Saturday,Saturday,2019-20,2190
2020-02-23,Williamstown,Sunday,Sunday,2019-20,1860
2020-02-24,Williamstown,Monday,Normal Weekday,2019-20,22790
2020-02-25,Williamstown,Tuesday,Normal Weekday,2019-20,24400
2020-02-26,Williamstown,Wednesday,Normal Weekday,2019-20,23290
2020-02-27,Williamstown,Thursday,Normal Weekday,2019-20,24470
2020-02-28,Williamstown,Friday,Normal Weekday,2019-20,25570
2020-02-29,Williamstown,Saturday,Saturday,2019-20,1970
2020-03-01,Williamstown,Sunday,Sunday,2019-20,1500
2020-03-02,Williamstown,Monday,Normal Weekday,2019-20,23250
2020-03-03,Williamstown,Tuesday,Normal Weekday,2019-20,25780
2020-03-04,Williamstown,Wednesday,Normal Weekday,2019-20,24470
2020-03-05,Williamstown,Thursday,Normal Weekday,2019-20,23390
2020-03-06,Williamstown,Friday,Normal Weekday,2019-20,23570
2020-03-07,Williamstown,Saturday,Saturday,2019-20,1710
2020-03-08,Williamstown,Sunday,Sunday,2019-20,2030
2020-03-09,Williamstown,Monday,Public Holiday,2019-20,1530
2020-03-10,Williamstown,Tuesday,Normal Weekday,2019-20,23200
2020-03-11,Williamstown,Wednesday,Normal Weekday,2019-20,23130
2020-03-12,Williamstown,Thursday,Normal Weekday,2019-20,24110
2020-03-13,Williamstown,Friday,Normal Weekday,2019-20,21380
2020-03-14,Williamstown,Saturday,Saturday,2019-20,1280
2020-03-15,Williamstown,Sunday,Sunday,2019-20,730
2020-03-16,Williamstown,Monday,Normal Weekday,2019-20,17120
2020-03-17,Williamstown,Tuesday,Normal Weekday,2019-20,15200
2020-03-18,Williamstown,Wednesday,Normal Weekday,2019-20,12890
2020-03-19,Williamstown,Thursday,Normal Weekday,2019-20,11040
2020-03-20,Williamstown,Friday,Normal Weekday,2019-20,10420
2020-03-21,Williamstown,Saturday,Saturday,2019-20,500
2020-03-22,Williamstown,Sunday,Sunday,2019-20,230
2020-03-23,Williamstown,Monday,Normal Weekday,2019-20,6420
2020-03-24,Williamstown,Tuesday,School Holiday,2019-20,3790
2020-03-25,Williamstown,Wednesday,School Holiday,2019-20,3520
2020-03-26,Williamstown,Thursday,School Holiday,2019-20,2760
2020-03-27,Williamstown,Friday,School Holiday,2019-20,2580
2020-03-28,Williamstown,Saturday,Saturday,2019-20,100
2020-03-29,Williamstown,Sunday,Sunday,2019-20,30
2020-03-30,Williamstown,Monday,School Holiday,2019-20,1840
2020-03-31,Williamstown,Tuesday,School Holiday,2019-20,1660
2020-04-01,Williamstown,Wednesday,School Holiday,2019-20,1680
2020-04-02,Williamstown,Thursday,School Holiday,2019-20,1520
2020-04-03,Williamstown,Friday,School Holiday,2019-20,1700
2020-04-04,Williamstown,Saturday,Saturday,2019-20,20
2020-04-05,Williamstown,Sunday,Sunday,2019-20,0
2020-04-06,Williamstown,Monday,School Holiday,2019-20,1620
2020-04-07,Williamstown,Tuesday,School Holiday,2019-20,1510
2020-04-08,Williamstown,Wednesday,School Holiday,2019-20,1500
2020-04-09,Williamstown,Thursday,School Holiday,2019-20,1770
2020-04-10,Williamstown,Friday,Public Holiday,2019-20,0
2020-04-11,Williamstown,Saturday,Public Holiday,2019-20,0
2020-04-12,Williamstown,Sunday,Public Holiday,2019-20,0
2020-04-13,Williamstown,Monday,Public Holiday,2019-20,0
2020-04-14,Williamstown,Tuesday,School Holiday,2019-20,1540
2020-04-15,Williamstown,Wednesday,Normal Weekday,2019-20,1560
2020-04-16,Williamstown,Thursday,Normal Weekday,2019-20,1750
2020-04-17,Williamstown,Friday,Normal Weekday,2019-20,1600
2020-04-18,Williamstown,Saturday,Saturday,2019-20,40
2020-04-19,Williamstown,Sunday,Sunday,2019-20,40
2020-04-20,Williamstown,Monday,Normal Weekday,2019-20,1700
2020-04-21,Williamstown,Tuesday,Normal Weekday,2019-20,1790
2020-04-22,Williamstown,Wednesday,Normal Weekday,2019-20,1720
2020-04-23,Williamstown,Thursday,Normal Weekday,2019-20,1800
2020-04-24,Williamstown,Friday,Normal Weekday,2019-20,1790
2020-04-25,Williamstown,Saturday,Public Holiday,2019-20,120
2020-04-26,Williamstown,Sunday,Sunday,2019-20,30
2020-04-27,Williamstown,Monday,Normal Weekday,2019-20,1710
2020-04-28,Williamstown,Tuesday,Normal Weekday,2019-20,1830
2020-04-29,Williamstown,Wednesday,Normal Weekday,2019-20,1860
2020-04-30,Williamstown,Thursday,Normal Weekday,2019-20,1810
2020-05-01,Williamstown,Friday,Normal Weekday,2019-20,1920
2020-05-02,Williamstown,Saturday,Saturday,2019-20,10
2020-05-03,Williamstown,Sunday,Sunday,2019-20,80
2020-05-04,Williamstown,Monday,Normal Weekday,2019-20,1850
2020-05-05,Williamstown,Tuesday,Normal Weekday,2019-20,2310
2020-05-06,Williamstown,Wednesday,Normal Weekday,2019-20,2480
2020-05-07,Williamstown,Thursday,Normal Weekday,2019-20,2290
2020-05-08,Williamstown,Friday,Normal Weekday,2019-20,2490
2020-05-09,Williamstown,Saturday,Saturday,2019-20,50
2020-05-10,Williamstown,Sunday,Sunday,2019-20,90
2020-05-11,Williamstown,Monday,Normal Weekday,2019-20,2390
2020-05-12,Williamstown,Tuesday,Normal Weekday,2019-20,2810
2020-05-13,Williamstown,Wednesday,Normal Weekday,2019-20,2950
2020-05-14,Williamstown,Thursday,Normal Weekday,2019-20,2940
2020-05-15,Williamstown,Friday,Normal Weekday,2019-20,3150
2020-05-16,Williamstown,Saturday,Saturday,2019-20,320
2020-05-17,Williamstown,Sunday,Sunday,2019-20,250
2020-05-18,Williamstown,Monday,Normal Weekday,2019-20,3210
2020-05-19,Williamstown,Tuesday,Normal Weekday,2019-20,3210
2020-05-20,Williamstown,Wednesday,Normal Weekday,2019-20,3290
2020-05-21,Williamstown,Thursday,Normal Weekday,2019-20,3300
2020-05-22,Williamstown,Friday,Normal Weekday,2019-20,3550
2020-05-23,Williamstown,Saturday,Saturday,2019-20,240
2020-05-24,Williamstown,Sunday,Sunday,2019-20,340
2020-05-25,Williamstown,Monday,Normal Weekday,2019-20,3610
2020-05-26,Williamstown,Tuesday,Normal Weekday,2019-20,4140
2020-05-27,Williamstown,Wednesday,Normal Weekday,2019-20,4320
2020-05-28,Williamstown,Thursday,Normal Weekday,2019-20,4140
2020-05-29,Williamstown,Friday,Normal Weekday,2019-20,4510
2020-05-30,Williamstown,Saturday,Saturday,2019-20,530
2020-05-31,Williamstown,Sunday,Sunday,2019-20,280
2020-06-01,Williamstown,Monday,Normal Weekday,2019-20,4520
2020-06-02,Williamstown,Tuesday,Normal Weekday,2019-20,5520
2020-06-03,Williamstown,Wednesday,Normal Weekday,2019-20,5590
2020-06-04,Williamstown,Thursday,Normal Weekday,2019-20,6010
2020-06-05,Williamstown,Friday,Normal Weekday,2019-20,6020
2020-06-06,Williamstown,Saturday,Saturday,2019-20,680
2020-06-07,Williamstown,Sunday,Sunday,2019-20,480
2020-06-08,Williamstown,Monday,Public Holiday,2019-20,750
2020-06-09,Williamstown,Tuesday,Normal Weekday,2019-20,6240
2020-06-10,Williamstown,Wednesday,Normal Weekday,2019-20,6340
2020-06-11,Williamstown,Thursday,Normal Weekday,2019-20,6280
2020-06-12,Williamstown,Friday,Normal Weekday,2019-20,6950
2020-06-14,Williamstown,Sunday,Sunday,2019-20,0
2020-06-15,Williamstown,Monday,Normal Weekday,2019-20,6350
2020-06-16,Williamstown,Tuesday,Normal Weekday,2019-20,6320
2020-06-17,Williamstown,Wednesday,Normal Weekday,2019-20,6850
2020-06-18,Williamstown,Thursday,Normal Weekday,2019-20,7060
2020-06-19,Williamstown,Friday,Normal Weekday,2019-20,7330
2020-06-20,Williamstown,Saturday,Saturday,2019-20,740
2020-06-21,Williamstown,Sunday,Sunday,2019-20,490
2020-06-22,Williamstown,Monday,Normal Weekday,2019-20,6460
2020-06-23,Williamstown,Tuesday,Normal Weekday,2019-20,6400
2020-06-24,Williamstown,Wednesday,Normal Weekday,2019-20,6540
2020-06-25,Williamstown,Thursday,Normal Weekday,2019-20,6230
2020-06-26,Williamstown,Friday,Normal Weekday,2019-20,6890
2020-06-27,Williamstown,Saturday,Saturday,2019-20,490
2020-06-28,Williamstown,Sunday,Sunday,2019-20,650
2020-06-29,Williamstown,Monday,School Holiday,2019-20,6750
2020-06-30,Williamstown,Tuesday,School Holiday,2019-20,7050
2020-07-01,Williamstown,Wednesday,School Holiday,2020-21,6540
2020-07-02,Williamstown,Thursday,School Holiday,2020-21,6170
2020-07-03,Williamstown,Friday,School Holiday,2020-21,5700
2020-07-04,Williamstown,Saturday,Saturday,2020-21,360
2020-07-05,Williamstown,Sunday,Sunday,2020-21,380
2020-07-06,Williamstown,Monday,School Holiday,2020-21,4210
2020-07-07,Williamstown,Tuesday,School Holiday,2020-21,4460
2020-07-08,Williamstown,Wednesday,School Holiday,2020-21,4550
2020-07-09,Williamstown,Thursday,School Holiday,2020-21,2980
2020-07-10,Williamstown,Friday,School Holiday,2020-21,2760
2020-07-11,Williamstown,Saturday,Saturday,2020-21,40
2020-07-12,Williamstown,Sunday,Sunday,2020-21,90
2020-07-13,Williamstown,Monday,Normal Weekday,2020-21,2810
2020-07-14,Williamstown,Tuesday,Normal Weekday,2020-21,3030
2020-07-15,Williamstown,Wednesday,Normal Weekday,2020-21,3160
2020-07-16,Williamstown,Thursday,Normal Weekday,2020-21,2920
2020-07-17,Williamstown,Friday,Normal Weekday,2020-21,2670
2020-07-18,Williamstown,Saturday,Saturday,2020-21,70
2020-07-19,Williamstown,Sunday,Sunday,2020-21,50
2020-07-20,Williamstown,Monday,Normal Weekday,2020-21,2410
2020-07-21,Williamstown,Tuesday,Normal Weekday,2020-21,2760
2020-07-22,Williamstown,Wednesday,Normal Weekday,2020-21,2640
2020-07-23,Williamstown,Thursday,Normal Weekday,2020-21,2500
2020-07-24,Williamstown,Friday,Normal Weekday,2020-21,2330
2020-07-25,Williamstown,Saturday,Saturday,2020-21,100
2020-07-26,Williamstown,Sunday,Sunday,2020-21,90
2020-07-27,Williamstown,Monday,Normal Weekday,2020-21,2430
2020-07-28,Williamstown,Tuesday,Normal Weekday,2020-21,2600
2020-07-29,Williamstown,Wednesday,Normal Weekday,2020-21,2600
2020-07-30,Williamstown,Thursday,Normal Weekday,2020-21,2560
2020-07-31,Williamstown,Friday,Normal Weekday,2020-21,160
2020-08-01,Williamstown,Saturday,Saturday,2020-21,40
2020-08-02,Williamstown,Sunday,Sunday,2020-21,70
2020-08-03,Williamstown,Monday,Normal Weekday,2020-21,2020
2020-08-04,Williamstown,Tuesday,Normal Weekday,2020-21,1870
2020-08-05,Williamstown,Wednesday,Normal Weekday,2020-21,1770
2020-08-06,Williamstown,Thursday,Normal Weekday,2020-21,1160
2020-08-07,Williamstown,Friday,Normal Weekday,2020-21,1240
2020-08-08,Williamstown,Saturday,Saturday,2020-21,40
2020-08-09,Williamstown,Sunday,Sunday,2020-21,40
2020-08-10,Williamstown,Monday,Normal Weekday,2020-21,1200
2020-08-11,Williamstown,Tuesday,Normal Weekday,2020-21,1190
2020-08-12,Williamstown,Wednesday,Normal Weekday,2020-21,1080
2020-08-13,Williamstown,Thursday,Normal Weekday,2020-21,1080
2020-08-14,Williamstown,Friday,Normal Weekday,2020-21,1110
2020-08-15,Williamstown,Saturday,Saturday,2020-21,20
2020-08-16,Williamstown,Sunday,Sunday,2020-21,10
2020-08-17,Williamstown,Monday,Normal Weekday,2020-21,1010
2020-08-18,Williamstown,Tuesday,Normal Weekday,2020-21,1000
2020-08-19,Williamstown,Wednesday,Normal Weekday,2020-21,1090
2020-08-20,Williamstown,Thursday,Normal Weekday,2020-21,1210
2020-08-21,Williamstown,Friday,Normal Weekday,2020-21,1130
2020-08-24,Williamstown,Monday,Normal Weekday,2020-21,1670
2020-08-25,Williamstown,Tuesday,Normal Weekday,2020-21,1670
2020-08-26,Williamstown,Wednesday,Normal Weekday,2020-21,1710
2020-08-27,Williamstown,Thursday,Normal Weekday,2020-21,1720
2020-08-28,Williamstown,Friday,Normal Weekday,2020-21,1720
2020-08-29,Williamstown,Saturday,Saturday,2020-21,40
2020-08-30,Williamstown,Sunday,Sunday,2020-21,10
2020-08-31,Williamstown,Monday,Normal Weekday,2020-21,1550
2020-09-01,Williamstown,Tuesday,Normal Weekday,2020-21,1620
2020-09-02,Williamstown,Wednesday,Normal Weekday,2020-21,1680
2020-09-03,Williamstown,Thursday,Normal Weekday,2020-21,1770
2020-09-04,Williamstown,Friday,Normal Weekday,2020-21,1900
2020-09-05,Williamstown,Saturday,Saturday,2020-21,20
2020-09-06,Williamstown,Sunday,Sunday,2020-21,60
2020-09-07,Williamstown,Monday,Normal Weekday,2020-21,1810
2020-09-08,Williamstown,Tuesday,Normal Weekday,2020-21,1710
2020-09-09,Williamstown,Wednesday,Normal Weekday,2020-21,1700
2020-09-10,Williamstown,Thursday,Normal Weekday,2020-21,1750
2020-09-11,Williamstown,Friday,Normal Weekday,2020-21,1800
2020-09-12,Williamstown,Saturday,Saturday,2020-21,10
2020-09-13,Williamstown,Sunday,Sunday,2020-21,50
2020-09-14,Williamstown,Monday,Normal Weekday,2020-21,1350
2020-09-15,Williamstown,Tuesday,Normal Weekday,2020-21,1210
2020-09-16,Williamstown,Wednesday,Normal Weekday,2020-21,1100
2020-09-17,Williamstown,Thursday,Normal Weekday,2020-21,1220
2020-09-18,Williamstown,Friday,Normal Weekday,2020-21,1300
2020-09-19,Williamstown,Saturday,Saturday,2020-21,80
2020-09-20,Williamstown,Sunday,Sunday,2020-21,80
2020-09-21,Williamstown,Monday,School Holiday,2020-21,1260
2020-09-22,Williamstown,Tuesday,School Holiday,2020-21,1390
2020-09-23,Williamstown,Wednesday,School Holiday,2020-21,1290
2020-09-24,Williamstown,Thursday,School Holiday,2020-21,1320
2020-09-25,Williamstown,Friday,School Holiday,2020-21,1310
2020-09-26,Williamstown,Saturday,Saturday,2020-21,40
2020-09-27,Williamstown,Sunday,Sunday,2020-21,100
2020-09-28,Williamstown,Monday,School Holiday,2020-21,1280
2020-09-29,Williamstown,Tuesday,School Holiday,2020-21,1290
2020-09-30,Williamstown,Wednesday,School Holiday,2020-21,1570
2020-10-01,Williamstown,Thursday,School Holiday,2020-21,1610
2020-10-02,Williamstown,Friday,School Holiday,2020-21,1810
2020-10-05,Williamstown,Monday,Normal Weekday,2020-21,1420
2020-10-06,Williamstown,Tuesday,Normal Weekday,2020-21,1620
2020-10-07,Williamstown,Wednesday,Normal Weekday,2020-21,1680
2020-10-08,Williamstown,Thursday,Normal Weekday,2020-21,2060
2020-10-09,Williamstown,Friday,Normal Weekday,2020-21,2240
2020-10-10,Williamstown,Saturday,Saturday,2020-21,80
2020-10-11,Williamstown,Sunday,Sunday,2020-21,70
2020-10-12,Williamstown,Monday,Normal Weekday,2020-21,2310
2020-10-13,Williamstown,Tuesday,Normal Weekday,2020-21,2230
2020-10-14,Williamstown,Wednesday,Normal Weekday,2020-21,2370
2020-10-15,Williamstown,Thursday,Normal Weekday,2020-21,2370
2020-10-16,Williamstown,Friday,Normal Weekday,2020-21,2300
2020-10-17,Williamstown,Saturday,Saturday,2020-21,130
2020-10-18,Williamstown,Sunday,Sunday,2020-21,50
2020-10-19,Williamstown,Monday,Normal Weekday,2020-21,2840
2020-10-20,Williamstown,Tuesday,Normal Weekday,2020-21,3220
2020-10-21,Williamstown,Wednesday,Normal Weekday,2020-21,3220
