rank,mark,athlete,country,date_of_birth,race_position,venue,result_date,mark_seconds,result_year,decade,age_at_race
809,4:00.30,Sifan Hassan,NED,1993-01-01,1,Birmingham,2015-06-07,240.3,2015,2010,22.428473648186174
815,4:00.31,Christiane Wartenberg,GDR,1956-10-27,3h1,Moskva,1980-07-30,240.31,1980,1980,23.756331279945243
815,4:00.31,Águeda Marqués,ESP,1999-03-19,11,Saint-Denis,2024-08-10,240.31,2024,2020,25.39630390143737
817,4:00.32,Carla Sacramento,POR,1971-12-10,2,Bruxelles,2001-08-24,240.32,2001,2000,29.7056810403833
817,4:00.32,Yuliya Chizhenko,RUS,1979-08-30,1,Monaco,2006-08-20,240.32,2006,2000,26.973305954825463
817,4:00.32,Lemlem Hailu,ETH,2001-05-25,1rA,Castellón,2022-06-16,240.32,2022,2020,21.059548254620122
817,4:00.32,Saron Berhe,ETH,2007-08-22,6,Xiamen,2026-05-23,240.32,2026,2020,18.751540041067763
821,4:00.33,Mary Slaney,USA,1958-08-04,1,Nice,1980-08-17,240.33,1980,1980,22.036960985626283
821,4:00.33,Shannon Rowbury,USA,1984-09-19,2,Saint-Denis,2008-07-18,240.33,2008,2000,23.82751540041068
821,4:00.33,Maryam Yusuf Jamal,BRN,1984-09-16,1,Hengelo,2011-05-29,240.33,2011,2010,26.69678302532512
821,4:00.33+,Jessica Hull,AUS,1996-10-22,2,Oslo,2023-06-15,240.33,2023,2020,26.64476386036961
825,4:00.34,Qu Yunxia,CHN,1972-12-25,1,Beijing,1994-06-05,240.34,1994,1990,21.44284736481862
825,4:00.34,Wang Ai,CHN,1976-06-01,6h1,Shanghai,1997-10-17,240.34,1997,1990,21.377138945927445
825,4:00.34,Jennifer Simpson,USA,1986-08-23,4,Stockholm,2018-06-10,240.34,2018,2010,31.797399041752225
825,4:00.34,Cory Ann McGee,USA,1992-05-29,9,Eugene,2022-05-28,240.34,2022,2020,29.9958932238193
825,4:00.34,Nozomi Tanaka,JPN,1999-09-04,8,Chorzów,2024-08-25,240.34,2024,2020,24.974674880219027
825,4:00.34,Faith Kipyegon,KEN,1994-01-10,1s1,Tokyo,2025-09-14,240.34,2025,2020,31.67693360711841
831,4:00.35,Regina Jacobs,USA,1963-08-28,2,Sevilla,1999-08-29,240.35,1999,1990,36.002737850787135
831,4:00.35,Carla Sacramento,POR,1971-12-10,1,Bruxelles,2000-08-25,240.35,2000,2000,28.709103353867214
831,4:00.35,Tatyana Tomashova,RUS,1975-07-01,1,Helsinki,2005-08-14,240.35,2005,2000,30.12183436002738
831,4:00.35,Liliana Popescu,ROU,1982-02-05,1r1,Bucuresti,2008-05-24,240.35,2008,2000,26.297056810403834
831,4:00.35+,Laura Muir,GBR,1993-05-09,1,London,2017-07-09,240.35,2017,2010,24.16700889801506
831,4:00.35,Lemlem Hailu,ETH,2001-05-25,3,Hengelo,2021-06-08,240.35,2021,2020,20.03832991101985
837,4:00.36,Yelena Soboleva,RUS,1982-10-03,4,Göteborg,2006-08-13,240.36,2006,2000,23.860369609856264
837,4:00.36,Gudaf Tsegay,ETH,1997-06-23,4,Bruxelles,2017-09-01,240.36,2017,2010,20.191649555099247
839,4:00.37,Lidia Chojecka,POL,1977-01-25,1,Zürich,2000-08-11,240.37,2000,2000,23.54277891854894
840,4:00.38,Maricica Puica,ROU,1950-07-29,1,Stockholm,1986-07-01,240.38,1986,1980,35.9233401779603
840,4:00.38,Suzy Favor Hamilton,USA,1968-08-08,3,Monaco,2001-07-20,240.38,2001,2000,32.94729637234771
840,4:00.38,Jennifer Simpson,USA,1986-08-23,1rA,Stockholm,2014-08-21,240.38,2014,2010,27.994524298425734
843,4:00.39,Laura Muir,GBR,1993-05-09,1,Oslo,2015-06-11,240.39,2015,2010,22.088980150581794
844,4:00.40,Mary Slaney,USA,1958-08-04,2,Los Angeles,1984-06-24,240.4,1984,1980,25.88911704312115
844,4:00.40,Winnie Nanyondo,UGA,1993-08-23,4,London,2019-07-20,240.4,2019,2010,25.905544147843944
844,4:00.40,Agathe Guillemot,FRA,1999-07-11,9,Zürich,2025-08-28,240.4,2025,2020,26.132785763175907
844,4:00.40,Patrícia Silva,POR,1999-12-09,4,Rabat,2026-05-31,240.4,2026,2020,26.47501711156742
848,4:00.41,Josette Andrews,USA,1995-12-15,3,Zürich,2021-09-09,240.41,2021,2020,25.73579739904175
848,4:00.41,Linden Hall,AUS,1991-06-20,10,Bruxelles,2023-09-08,240.41,2023,2020,32.219028062970565
848,4:00.41,Georgia Hunter Bell,GBR,1993-10-17,8,Eugene,2024-05-25,240.41,2024,2020,30.60369609856263
848,4:00.41,Sarah Billings,AUS,1998-03-07,9,Chorzów,2024-08-25,240.41,2024,2020,26.469541409993155
848,4:00.41,Revee Walcott-Nolan,GBR,1995-03-06,10,Chorzów,2024-08-25,240.41,2024,2020,29.472963723477072
848,4:00.41,Gabija Galvydyte,LTU,2000-01-17,7,Xiamen,2026-05-23,240.41,2026,2020,26.34633812457221
854,4:00.42,Lyudmila Medvedyeva,RUS,1957-01-18,2,Baku,1984-09-14,240.42,1984,1980,27.655030800821354
854,4:00.42,Jennifer Simpson,USA,1986-08-23,2,Shanghai,2014-05-18,240.42,2014,2010,27.734428473648187
854,4:00.42,Jessica Hull,AUS,1996-10-22,3,Berlin,2020-09-13,240.42,2020,2020,23.89322381930185
854,4:00.42,Freweyni Hailu,ETH,2001-02-12,1,Ad-Dawhah,2024-05-10,240.42,2024,2020,23.238877481177276
854,4:00.42,Dominique Hiltz,USA,1994-10-23,3h2,Saint-Denis,2024-08-06,240.42,2024,2020,29.78781656399726
859,4:00.43,Maryam Yusuf Jamal,BRN,1984-09-16,1,Monaco,2007-07-25,240.43,2007,2000,22.85284052019165
859,4:00.43,Konstanze Klosterhalfen,GER,1997-02-18,5,London,2019-07-20,240.43,2019,2010,22.414784394250514
859,4:00.43,Sinclaire Johnson,USA,1998-04-13,9,Eugene,2024-05-25,240.43,2024,2020,26.116358658453116
859,4:00.43,Revee Walcott-Nolan,GBR,1995-03-06,3,Bydgoszcz,2024-06-20,240.43,2024,2020,29.29226557152635
863,4:00.44,Gelete Burka,ETH,1986-01-23,1r2,Eugene,2008-06-08,240.44,2008,2000,22.373716632443532
863,4:00.44+,Helen Obiri,KEN,1989-12-13,2,London,2017-07-09,240.44,2017,2010,27.57015742642026
863,4:00.44,Caster Semenya,RSA,1991-01-07,6,Lausanne,2018-07-05,240.44,2018,2010,27.49075975359343
863,4:00.44,Faith Kipyegon,KEN,1994-01-10,1,Zürich,2022-09-08,240.44,2022,2020,28.659822039698838
863,4:00.44,Habitam Alemu,ETH,1997-07-09,10,Eugene,2024-05-25,240.44,2024,2020,26.87748117727584
868,4:00.45,Melissa Courtney-Bryant,GBR,1993-08-30,1,Tomblaine,2023-06-18,240.45,2023,2020,29.79876796714579
868,4:00.45,Sarah Billings,AUS,1998-03-07,4,Bydgoszcz,2024-06-20,240.45,2024,2020,26.288843258042437
870,4:00.46,Regina Jacobs,USA,1963-08-28,2,Indianapolis,1988-07-23,240.46,1988,1980,24.903490759753595
870,4:00.46,Sonia O'Sullivan,IRL,1969-11-28,1,Stockholm,1994-07-12,240.46,1994,1990,24.618754277891856
870,4:00.46,Viola Kibiwott,KEN,1985-12-22,3,Zürich,2014-08-28,240.46,2014,2010,28.681724845995895
870,4:00.46,Helen Obiri,KEN,1989-12-13,2,Eugene,2017-05-27,240.46,2017,2010,27.45242984257358
870,4:00.46,Gabriela DeBues-Stafford,CAN,1995-09-13,8,Rabat,2019-06-16,240.46,2019,2010,23.756331279945243
870,4:00.46,Sarah McDonald,GBR,1993-08-02,6,London,2019-07-20,240.46,2019,2010,25.963039014373717
870,4:00.46,Gabriela DeBues-Stafford,CAN,1995-09-13,4,Firenze,2021-06-10,240.46,2021,2020,25.741273100616016
870,4:00.46,Saron Berhe,ETH,2007-08-22,11,Bruxelles,2023-09-08,240.46,2023,2020,16.046543463381244
870,4:00.46,Agathe Guillemot,FRA,1999-07-11,4,Roma,2026-06-04,240.46,2026,2020,26.899383983572896
879,4:00.47,Kutre Dulecha,ETH,1978-08-22,3,Bruxelles,1998-08-28,240.47,1998,1990,20.016427104722794
879,4:00.47,Yelena Soboleva,RUS,1982-10-03,1,Tula,2006-06-15,240.47,2006,2000,23.698836413415467
879,4:00.47,Laura Muir,GBR,1993-05-09,3,Eugene,2017-05-27,240.47,2017,2010,24.04928131416838
879,4:00.47,Salomé Afonso,POR,1997-11-19,12,Tokyo,2025-09-16,240.47,2025,2020,27.824777549623544
883,4:00.48,Gelete Burka,ETH,1986-01-23,1,Eugene,2007-06-10,240.48,2007,2000,21.377138945927445
883,4:00.48,Jennifer Simpson,USA,1986-08-23,1,Monaco,2013-07-19,240.48,2013,2010,26.90485968514716
885,4:00.49,Hind Dehiba,FRA,1979-03-17,7,Rieti,2005-08-28,240.49,2005,2000,26.45037645448323
885,4:00.49,Meraf Bahta,SWE,1989-06-24,5,Bruxelles,2017-09-01,240.49,2017,2010,28.188911704312115
887,4:00.5,Giana Romanova,RUS,1955-03-10,2,Moskva,1979-07-29,240.5,1979,1970,24.386036960985628
887,4:00.50,Zamira Zaytseva,UZB,1953-02-16,1,Moskva,1984-07-20,240.5,1984,1980,31.422313483915126
887,4:00.50,Liu Dong,CHN,1973-12-24,1,Stuttgart,1993-08-22,240.5,1993,1990,19.66050650239562
887,4:00.50,Latifa Essarokh,FRA,1973-12-11,2,Lausanne,2006-07-11,240.5,2006,2000,32.580424366872
891,4:00.51+,Mary Slaney,USA,1958-08-04,1,Zürich,1985-08-21,240.51,1985,1980,27.04722792607803
891,4:00.51,Hirut Meshesha,ETH,2001-01-20,4,Monaco,2022-08-10,240.51,2022,2020,21.5523613963039
893,4:00.52,Dawit Seyaum,ETH,1996-07-27,2,Shanghai,2017-05-13,240.52,2017,2010,20.79397672826831
894,4:00.53,Svetlana Popova,UKR,1959-02-03,6r1,Kyiv,1982-07-27,240.53,1982,1980,23.477070499657767
894,4:00.53,Gabriela Szabo,ROU,1975-11-14,2,Zürich,1998-08-12,240.53,1998,1990,22.743326488706366
894,4:00.53,Natalya Gorelova,RUS,1973-04-18,2,Zürich,2001-08-17,240.53,2001,2000,28.331279945242983
894,4:00.53,Kristina Ugarova,RUS,1987-10-22,2r2,Moskva,2012-06-13,240.53,2012,2010,24.643394934976044
894,4:00.53+,Laura Muir,GBR,1993-05-09,2,Oslo,2016-06-09,240.53,2016,2010,23.085557837097877
894,4:00.53,Sifan Hassan,NED,1993-01-01,3,Nanjing,2019-05-21,240.53,2019,2010,26.38193018480493
894,4:00.53,Marta Pérez,ESP,1993-04-19,12,Bruxelles,2023-09-08,240.53,2023,2020,30.38740588637919
901,4:00.54,Dominique Hiltz,USA,1994-10-23,2,Philadelphia,2025-05-31,240.54,2025,2020,30.60369609856263
901,4:00.54,Heather MacLean,USA,1995-08-31,10,Bruxelles,2025-08-22,240.54,2025,2020,29.976728268309376
903,4:00.55,Grete Waitz,NOR,1953-10-01,5,Praha,1978-09-03,240.55,1978,1970,24.922655715263517
903,4:00.55+,Maricica Puica,ROU,1950-07-29,2,Zürich,1985-08-21,240.55,1985,1980,35.063655030800824
903,4:00.55,Linden Hall,AUS,1991-06-20,8,Xiamen,2026-05-23,240.55,2026,2020,34.92402464065709
906,4:00.56,Yekaterina Podkopayeva,RUS,1952-06-11,2,Kyiv,1984-06-24,240.56,1984,1980,32.035592060232716
907,4:00.57,Nadezhda Ralldugina,RUS,1957-11-15,3,Kyiv,1984-06-24,240.57,1984,1980,26.60643394934976
907,4:00.57,Christina Cahill,GBR,1957-03-25,1,Gateshead,1984-07-06,240.57,1984,1980,27.28268309377139
907,4:00.57,Gabriela Szabo,ROU,1975-11-14,1,Edmonton,2001-08-07,240.57,2001,2000,25.730321697467488
907,4:00.57,Águeda Marqués,ESP,1999-03-19,6,Roma,2025-06-06,240.57,2025,2020,26.217659137577
911,4:00.58,Grete Waitz,NOR,1953-10-01,2,Zürich,1979-08-15,240.58,1979,1970,25.869952087611225
911,4:00.58,Yekaterina Rozenberg,RUS,1980-01-23,3,Bruxelles,2003-09-05,240.58,2003,2000,23.616700889801507
911,4:00.58,Linden Hall,AUS,1991-06-20,2rA,Castellón,2022-06-16,240.58,2022,2020,30.989733059548254
914,4:00.59,Maite Zúñiga,ESP,1964-12-28,6,Barcelona,1992-08-08,240.59,1992,1990,27.61122518822724
914,4:00.59,Yekaterina Rozenberg,RUS,1980-01-23,4,Saint-Denis,2003-08-31,240.59,2003,2000,23.603011635865844
914,4:00.59,Anna Jakubczak,POL,1973-02-02,8,Rieti,2005-08-28,240.59,2005,2000,32.56673511293634
914,4:00.59,Maryam Yusuf Jamal,BRN,1984-09-16,1,Monaco,2011-07-22,240.59,2011,2010,26.844626967830255
914,4:00.59,Meraf Bahta,SWE,1989-06-24,4,Roma,2017-06-08,240.59,2017,2010,27.956194387405887
919,4:00.6,Tamara Sorokina,RUS,1950-08-15,2r1,Sochi,1980-05-23,240.6,1980,1980,29.77138945927447
919,4:00.6,Andrea Hahmann,GER,1966-06-03,1,Berlin,1987-08-12,240.6,1987,1980,21.190965092402465
919,4:00.60,Zahra Ouaziz,MAR,1969-12-20,1,Stuttgart,1998-07-19,240.6,1998,1990,28.577686516084874
919,4:00.60,Carla Sacramento,POR,1971-12-10,3,Zürich,1998-08-12,240.6,1998,1990,26.67214236824093
919,4:00.60,Kutre Dulecha,ETH,1978-08-22,4,Oslo,2000-07-28,240.6,2000,2000,21.932922655715263
919,4:00.60,Natalya Yevdokimova,RUS,1978-03-17,3,Monaco,2005-09-09,240.6,2005,2000,27.482546201232033
919,4:00.60,Winny Chebet,KEN,1990-12-20,5,Eugene,2018-05-26,240.6,2018,2010,27.430527036276523
919,4:00.60,Sifan Hassan,NED,1993-01-01,1,Birmingham,2018-08-18,240.6,2018,2010,25.626283367556468
927,4:00.61,Laura Muir,GBR,1993-05-09,4,Roma,2015-06-04,240.61,2015,2010,22.069815195071868
927,4:00.61+,Cory Ann McGee,USA,1992-05-29,3,Oslo,2023-06-15,240.61,2023,2020,31.044490075290895
929,4:00.62,Ulrike Bruns,GDR,1953-11-17,5,Moskva,1980-08-01,240.62,1980,1980,26.704996577686515
929,4:00.62,Maria Radu,ROU,1959-05-25,2,Bucuresti,1983-06-04,240.62,1983,1980,24.027378507871322
929,4:00.62,Natalya Boborova,RUS,1959-02-12,2,Moskva,1984-07-20,240.62,1984,1980,25.43463381245722
929,4:00.62,Soukaina Hajji,MAR,1997-02-04,9,Paris,2026-06-28,240.62,2026,2020,29.39356605065024
933,4:00.63,Natalya Boborova,RUS,1959-02-12,3,Moskva,1984-08-03,240.63,1984,1980,25.472963723477072
933,4:00.63,Andrea Hahmann,GER,1966-06-03,5,Roma,1987-09-05,240.63,1987,1980,21.256673511293634
933,4:00.63,Yelena Zadorozhnaya,RUS,1977-12-03,1,Paris,2002-09-14,240.63,2002,2000,24.78028747433265
933,4:00.63,Olga Yegorova,RUS,1972-03-28,2r3,Tula,2005-07-13,240.63,2005,2000,33.29226557152635
933,4:00.63+,Laura Weightman,GBR,1991-01-07,3,Monaco,2019-07-12,240.63,2019,2010,28.50924024640657
933,4:00.63,Winnie Nanyondo,UGA,1993-08-23,11,Ad-Dawhah,2019-10-05,240.63,2019,2010,26.116358658453116
939,4:00.64,Christina Cahill,GBR,1957-03-25,4,Seoul,1988-10-01,240.64,1988,1980,31.520876112251884
939,4:00.64,Laura Muir,GBR,1993-05-09,5,Stockholm,2024-06-02,240.64,2024,2020,31.066392881587955
941,4:00.65,Zhang Lirong,CHN,1973-03-03,2h1,Beijing,1993-09-10,240.65,1993,1990,20.522929500342233
941,4:00.65,Daniela Yordanova,BUL,1976-03-08,5,Zürich,2002-08-16,240.65,2002,2000,26.439425051334702
941,4:00.65,Besu Sado,ETH,1996-01-12,7,Monaco,2015-07-17,240.65,2015,2010,19.509924709103355
941,4:00.65,Dorcus Ewoi,KEN,1996-10-02,2s1,Tokyo,2025-09-14,240.65,2025,2020,28.95003422313484
945,4:00.66,Laimute Baikauskaite,LTU,1956-06-10,1,Kyiv,1988-08-02,240.66,1988,1980,32.145106091718
945,4:00.66,Jackline Maranga,KEN,1977-12-16,5,Roma,1998-07-14,240.66,1998,1990,20.57494866529774
945,4:00.66,Dawit Seyaum,ETH,1996-07-27,2,New York City,2014-06-14,240.66,2014,2010,17.880903490759753
948,4:00.67+,Natalya Artyomova,RUS,1963-01-05,1,Barcelona,1991-09-20,240.67,1991,1990,28.706365503080082
948,4:00.67,Natalya Gorelova,RUS,1973-04-18,3,Bruxelles,2001-08-24,240.67,2001,2000,28.35044490075291
948,4:00.67,Elvan Abeylegesse,TUR,1982-09-11,8,Athínai,2004-08-28,240.67,2004,2000,21.963039014373717
948,4:00.67,Latifa Essarokh,FRA,1973-12-11,3,Saint-Denis,2006-07-08,240.67,2006,2000,32.57221081451061
948,4:00.67,Maryam Yusuf Jamal,BRN,1984-09-16,1,Athínai,2008-07-13,240.67,2008,2000,23.822039698836413
948,4:00.67,Gelete Burka,ETH,1986-01-23,1,Lausanne,2009-07-07,240.67,2009,2000,23.45242984257358
948,4:00.67,Sifan Hassan,NED,1993-01-01,1,Glasgow,2014-07-11,240.67,2014,2010,21.522245037645447
948,4:00.67,Cory McGee,USA,1992-05-29,2,Eugene,2021-06-21,240.67,2021,2020,29.062286105407257
948,4:00.67,Sinclaire Johnson,USA,1998-04-13,7,Westwood,2024-05-18,240.67,2024,2020,26.09719370294319
957,4:00.68,Natalya Artyomova,RUS,1963-01-05,3,Rieti,1984-09-02,240.68,1984,1980,21.659137577002053
957,4:00.68,Gelete Burka,ETH,1986-01-23,1,Saint-Denis,2007-07-06,240.68,2007,2000,21.44832306639288
957,4:00.68+,Laura Muir,GBR,1993-05-09,5,London,2018-07-22,240.68,2018,2010,25.201916495550993
957,4:00.68,Diribe Welteji,ETH,2002-05-13,1,Stockholm,2021-07-04,240.68,2021,2020,19.143052703627653
957,4:00.68,Birke Haylom,ETH,2006-01-06,1rA,Stockholm,2026-06-07,240.68,2026,2020,20.416153319644078
962,4:00.69,Iryna Lishchynska,UKR,1976-01-15,2,Osaka,2007-09-02,240.69,2007,2000,31.630390143737166
962,4:00.69,Gabriela DeBues-Stafford,CAN,1995-09-13,2rA,Walnut,2021-05-09,240.69,2021,2020,25.65366187542779
962,4:00.69,Sintayehu Vissa,ITA,1996-07-29,8h1,Saint-Denis,2024-08-06,240.69,2024,2020,28.021902806297057
962,4:00.69,Helen Schlachtenhaufen,USA,1995-03-14,3,Rovereto,2025-06-02,240.69,2025,2020,30.220396988364133
962,4:00.69,Netsanet Desta,ETH,2000-10-26,12,Paris,2025-06-20,240.69,2025,2020,24.648870636550306
967,4:00.7,Tamara Sorokina,RUS,1950-08-15,2,Krasnodar,1983-05-30,240.7,1983,1980,32.78850102669404
967,4:00.7+,Maryam Yusuf Jamal,BRN,1984-09-16,1,Bruxelles,2007-09-14,240.7,2007,2000,22.99247091033539
967,4:00.70,Nancy Jebet Langat,KEN,1981-08-22,1,Stockholm,2010-08-06,240.7,2010,2010,28.955509924709105
967,4:00.70,Jennifer Simpson,USA,1986-08-23,6,Bruxelles,2017-09-01,240.7,2017,2010,31.025325119780973
967,4:00.70,Cory McGee,USA,1992-05-29,5,Monaco,2022-08-10,240.7,2022,2020,30.198494182067076
972,4:00.71,Laura Weightman,GBR,1991-01-07,7,Bruxelles,2017-09-01,240.71,2017,2010,26.650239561943874
972,4:00.71,Caster Semenya,RSA,1991-01-07,1,Gold Coast,2018-04-10,240.71,2018,2010,27.255304585900067
972,4:00.71,Linden Hall,AUS,1991-06-20,10,Xiamen,2024-04-20,240.71,2024,2020,32.83504449007529
972,4:00.71,Gabija Galvydyte,LTU,2000-01-17,1,Cork,2025-07-11,240.71,2025,2020,25.481177275838466
972,4:00.71,Marta Zenoni,ITA,1999-03-09,10,Zürich,2025-08-28,240.71,2025,2020,26.472279260780287
977,4:00.72,Sifan Hassan,NED,1993-01-01,4,Zürich,2014-08-28,240.72,2014,2010,21.65366187542779
977,4:00.72,Winnie Nanyondo,UGA,1993-08-23,4,Eugene,2021-08-21,240.72,2021,2020,27.994524298425734
979,4:00.73,Kirsty Wade,GBR,1962-08-06,1,Gateshead,1987-07-26,240.73,1987,1980,24.969199178644764
979,4:00.73,Doina Melinte,ROU,1956-12-27,1,Bucuresti,1992-06-24,240.73,1992,1990,35.49075975359343
979,4:00.73,Gabriela Szabo,ROU,1975-11-14,1,Eugene,2000-06-24,240.73,2000,2000,24.61054072553046
979,4:00.73,Shannon Osika,USA,1993-06-15,3rA,Walnut,2021-05-09,240.73,2021,2020,27.89869952087611
979,4:00.73,Jessica Hull,AUS,1996-10-22,2,Trabuco Hills,2021-07-18,240.73,2021,2020,24.736481861738536
979,4:00.73,Laura Muir,GBR,1993-05-09,2s2,Tokyo,2021-08-04,240.73,2021,2020,28.238193018480494
985,4:00.74,Faith Kipyegon,KEN,1994-01-10,4h2,Saint-Denis,2024-08-06,240.74,2024,2020,30.570841889117045
986,4:00.75,Natalya Artyomova,RUS,1963-01-05,1,Lausanne,1991-07-10,240.75,1991,1990,28.50924024640657
986,4:00.75,Karissa Schweizer,USA,1996-05-04,1,Portland,2022-06-11,240.75,2022,2020,26.102669404517453
988,4:00.76,Alesya Turova,BLR,1979-12-06,2,Bruxelles,2002-08-30,240.76,2002,2000,22.732375085557837
988,4:00.76,Viola Kibiwott,KEN,1985-12-22,4,Ad-Dawhah,2013-05-10,240.76,2013,2010,27.381245722108144
990,4:00.77,Mariem Alaoui Selsouli,MAR,1984-04-08,2,Bruxelles,2011-09-16,240.77,2011,2010,27.43874058863792
990,4:00.77,Josette Andrews,USA,1995-12-15,3,Westwood,2023-05-27,240.77,2023,2020,27.446954140999317
990,4:00.77,Sinclaire Johnson,USA,1998-04-13,1,Portland,2023-06-24,240.77,2023,2020,25.196440793976727
990,4:00.77,Laura Muir,GBR,1993-05-09,6,Stockholm,2024-06-02,240.77,2024,2020,31.066392881587955
990,4:00.77,Laura Muir,GBR,1993-05-09,5,Rabat,2026-05-31,240.77,2026,2020,33.059548254620125
995,4:00.78,Ulrike Bruns,GDR,1953-11-17,5,Athínai,1982-09-11,240.78,1982,1980,28.815879534565365
995,4:00.78,Revee Walcott-Nolan,GBR,1995-03-06,9,Xiamen,2026-05-23,240.78,2026,2020,31.21423682409309
997,4:00.79,Yekaterina Podkopayeva,RUS,1952-06-11,1,Leningrad,1983-07-26,240.79,1983,1980,31.121149897330596
997,4:00.79+,Zola Pieterse,GBR,1966-05-26,3,Zürich,1985-08-21,240.79,1985,1980,19.238877481177276
997,4:00.79,Suzy Favor Hamilton,USA,1968-08-08,2,Eugene,2000-06-24,240.79,2000,2000,31.876796714579054
1000,4:00.8,Olga Dvirna,RUS,1953-02-11,1,Kaunas,1979-08-12,240.8,1979,1970,26.496919917864478
1000,4:00.8,Lyubov Smolka,UKR,1952-11-29,3r1,Sochi,1980-05-23,240.8,1980,1980,27.479808350444902
1000,4:00.8,Yekaterina Podkopayeva,RUS,1952-06-11,1,Moskva,1980-07-12,240.8,1980,1980,28.084873374401095
1000,4:00.80,Tamara Sorokina,RUS,1950-08-15,1,Rieti,1981-09-09,240.8,1981,1980,31.069130732375086
1000,4:00.80,Violeta Szekely,ROU,1965-03-26,1,Berlin,2001-08-31,240.8,2001,2000,36.43258042436687
1005,4:00.81,Jackline Maranga,KEN,1977-12-16,1,Bratislava,1998-06-09,240.81,1998,1990,20.479123887748116
1005,4:00.81,Natalya Pantelyeva,RUS,1983-08-18,2,Tula,2006-06-15,240.81,2006,2000,22.82546201232033
1005,4:00.81,Shannon Rowbury,USA,1984-09-19,4,Zürich,2009-08-28,240.81,2009,2000,24.93908281998631
1005,4:00.81,Winnie Nanyondo,UGA,1993-08-23,6,Monaco,2022-08-10,240.81,2022,2020,28.9637234770705
1009,4:00.82,Daniela Yordanova,BUL,1976-03-08,3,Osaka,2007-09-02,240.82,2007,2000,31.485284052019164
1010,4:00.83,Zamira Zaytseva,UZB,1953-02-16,1,Leningrad,1981-07-11,240.83,1981,1980,28.396988364134156
1010,4:00.83,Doina Melinte,ROU,1956-12-27,1,Frankfurt,1991-06-30,240.83,1991,1990,34.50513347022587
1010,4:00.83,Svetlana Masterkova,RUS,1968-01-17,1,Atlanta,1996-08-03,240.83,1996,1990,28.54483230663929
1010,4:00.83,Lucia Stafford,CAN,1998-08-17,6,Rabat,2026-05-31,240.83,2026,2020,27.786447638603697
1014,4:00.84,Maryam Yusuf Jamal,BRN,1984-09-16,1,Athínai,2006-09-17,240.84,2006,2000,22.001368925393567
1014,4:00.84,Winnie Nanyondo,UGA,1993-08-23,5,Firenze,2021-06-10,240.84,2021,2020,27.797399041752225
1014,4:00.84,Netsanet Desta,ETH,2000-10-26,3rA,Ostrava,2022-05-31,240.84,2022,2020,21.593429158110883
1014,4:00.84,Dominique Hiltz,USA,1994-10-23,11s2,Budapest,2023-08-20,240.84,2023,2020,28.824093086926762
1014,4:00.84,Worknesh Mesele,ETH,2001-06-10,5,Xiamen,2023-09-02,240.84,2023,2020,22.22861054072553
1014,4:00.84,Jessica Hull,AUS,1996-10-22,2,Ad-Dawhah,2024-05-10,240.84,2024,2020,27.548254620123203
1020,4:00.85,Doina Melinte,ROU,1956-12-27,2,Bruxelles,1988-08-19,240.85,1988,1980,31.644079397672826
1020,4:00.85,Genzebe Dibaba,ETH,1991-02-08,3,Roma,2012-05-31,240.85,2012,2010,21.308692676249144
1020,4:00.85,Georgia Hunter Bell,GBR,1993-10-17,3,Philadelphia,2025-05-31,240.85,2025,2020,31.619438740588638
1023,4:00.86,Lynn Williams,CAN,1960-07-11,5,Seoul,1988-10-01,240.86,1988,1980,28.22450376454483
1023,4:00.86,Kutre Dulecha,ETH,1978-08-22,6,Roma,1998-07-14,240.86,1998,1990,19.89322381930185
1023,4:00.86,Oksana Zbrozhek,RUS,1978-01-12,2,Cheboksary,2009-07-26,240.86,2009,2000,31.534565366187543
1023,4:00.86,Linden Hall,AUS,1991-06-20,6,Eugene,2018-05-26,240.86,2018,2010,26.93223819301848
1023,4:00.86,Genzebe Dibaba,ETH,1991-02-08,4,Zürich,2019-08-29,240.86,2019,2010,28.553045859000683
1023,4:00.86,Saron Berhe,ETH,2007-08-22,6,Xiamen,2023-09-02,240.86,2023,2020,16.030116358658454
1023,4:00.86,Patrícia Silva,POR,1999-12-09,5,Roma,2026-06-04,240.86,2026,2020,26.48596851471595
1030,4:00.87,Mary Slaney,USA,1958-08-04,1,Philadelphia,1980-07-17,240.87,1980,1980,21.95208761122519
1030,4:00.87,Sifan Hassan,NED,1993-01-01,2,London,2016-07-22,240.87,2016,2010,23.55373032169747
1030,4:00.87,Nelly Chepchirchir,KEN,2003-06-04,1h3,Budapest,2023-08-19,240.87,2023,2020,20.20807665982204
1033,4:00.88,Anita Weyermann,SUI,1977-12-08,7,Roma,1998-07-14,240.88,1998,1990,20.5968514715948
1034,4:00.89,Doina Melinte,ROU,1956-12-27,2,Zürich,1989-08-16,240.89,1989,1980,32.63518138261465
1034,4:00.89,Yekaterina Podkopayeva,RUS,1952-06-11,1,Monaco,1994-08-02,240.89,1994,1990,42.1409993155373
1034,4:00.89,Katie Snowden,GBR,1994-03-09,8,Westwood,2024-05-18,240.89,2024,2020,30.193018480492814
1037,4:00.90,Mary Slaney,USA,1958-08-04,1,Helsinki,1983-08-14,240.9,1983,1980,25.026694045174537
1037,4:00.90,Jessica Hull,AUS,1996-10-22,4,Ad-Dawhah,2023-05-05,240.9,2023,2020,26.532511978097194
1039,4:00.91,Yelena Romanova,RUS,1963-03-20,1,Monaco,1992-08-11,240.91,1992,1990,29.39630390143737
